TB_Seal_ID	NDL_IIIF_Image_API_Base_URI	x	y	width	height
T2_003_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	3868	2410	280	440
T2_003_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	3506	656	310	390
T2_003_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	3556	2430	300	400
T2_003_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	3270	664	240	380
T2_003_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	3242	2444	280	440
T2_004_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	2138	626	300	410
T2_004_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	2132	2434	290	430
T2_004_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	1798	650	320	470
T2_004_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	1792	2430	310	390
T2_004_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	1502	642	310	430
T2_004_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	1510	2436	290	420
T2_004_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	1196	640	280	440
T2_004_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	1190	2428	300	380
T2_004_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	870	668	300	370
T2_004_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	906	2420	250	460
T2_004_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	544	656	320	400
T2_004_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000006	576	2398	280	500
T2_004_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	4840	656	230	460
T2_004_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	4796	2406	290	450
T2_004_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	4476	662	290	390
T2_005_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	1490	648	230	370
T2_005_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	1506	2438	230	340
T2_005_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	1160	618	290	400
T2_005_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	1152	2400	290	420
T2_005_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	856	634	290	380
T2_005_A53	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	810	2396	300	450
T2_005_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	526	632	310	450
T2_005_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000007	530	2398	290	420
T2_005_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	4686	626	330	430
T2_005_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	4738	2410	290	450
T2_005_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	4428	2412	300	410
T2_005_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	4062	650	320	420
T2_005_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	4120	2430	290	400
T2_005_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	3916	2776	230	300
T2_005_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	3434	650	350	430
T2_005_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	3480	2428	320	440
T2_005_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	3152	644	290	420
T2_005_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	3178	2476	320	460
T2_006_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	2126	658	300	400
T2_006_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	2140	2490	280	410
T2_006_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	1832	654	300	510
T2_006_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	1812	2440	300	500
T2_006_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	1530	662	270	350
T2_006_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	1474	2458	310	460
T2_006_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	1214	664	270	420
T2_006_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	1184	2438	290	440
T2_006_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	898	666	260	360
T2_006_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	820	2424	320	460
T2_006_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	590	662	280	420
T2_006_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000008	538	2426	280	510
T2_006_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	4768	674	300	420
T2_006_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	4706	2464	330	480
T2_006_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	4424	670	320	460
T2_006_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	4456	2462	260	360
T2_006_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	4138	660	300	410
T2_006_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	4138	2444	300	450
T2_006_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	3852	652	290	440
T2_006_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	3830	2460	250	420
T2_006_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	3502	648	330	490
T2_006_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	3500	2482	320	380
T2_006_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	3196	658	320	400
T2_007_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	2182	662	300	440
T2_007_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	2120	2450	310	450
T2_007_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	1852	644	310	380
T2_007_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	1830	2464	290	360
T2_007_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	1548	646	270	400
T2_007_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	1530	2442	240	380
T2_007_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	1244	648	260	450
T2_007_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	1238	2444	270	480
T2_007_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	904	632	320	410
T2_007_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	900	2424	280	450
T2_007_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	616	642	290	490
T2_007_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000009	596	2438	270	460
T2_007_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	4764	636	300	400
T2_007_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	4792	2392	300	420
T2_007_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	4454	638	270	460
T2_007_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	4470	2412	280	380
T2_007_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	4146	640	280	400
T2_007_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	4162	2400	250	390
T2_007_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	3850	626	290	420
T2_007_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	3844	2394	290	450
T2_007_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	3518	640	330	420
T2_007_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	3516	2410	300	430
T2_007_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	3220	614	250	410
T2_008_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	2130	662	280	450
T2_008_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	2146	2460	280	390
T2_008_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	1826	658	300	440
T2_008_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	1204	654	290	390
T2_008_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	1172	2424	280	510
T2_008_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	572	652	280	410
T2_008_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000010	548	2478	320	480
T2_008_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	4438	2422	300	250
T2_008_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	4118	666	290	440
T2_008_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	4136	2416	290	370
T2_008_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	3820	662	290	350
T2_008_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	3818	2434	310	420
T2_008_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	3510	660	250	350
T2_008_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	3516	2438	250	390
T2_008_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	3198	672	310	320
T2_008_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	3212	2476	310	350
T2_009_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	2132	630	280	330
T2_009_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1820	624	300	440
T2_009_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1812	2420	280	480
T2_009_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1480	622	330	400
T2_009_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1508	2396	300	330
T2_009_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1210	620	240	290
T2_009_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1182	2398	300	340
T2_009_A42_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	1194	2720	300	300
T2_009_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	908	630	310	310
T2_009_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	854	2426	310	470
T2_009_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	598	662	310	320
T2_009_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000011	560	2414	270	530
T2_009_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	4724	636	270	400
T2_009_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	4744	2432	260	570
T2_009_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	4406	664	280	370
T2_009_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	4440	2444	290	450
T2_009_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	4106	648	290	510
T2_009_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	4136	2430	290	380
T2_009_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	3764	638	340	500
T2_009_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	3826	2440	270	350
T2_009_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	3462	634	290	400
T2_009_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	3502	2438	290	320
T2_009_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	3188	658	280	270
T2_009_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	3206	2454	270	500
T2_010_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	2084	602	280	500
T2_010_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	2084	2390	280	330
T2_010_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	1750	606	320	360
T2_010_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	1762	2402	280	410
T2_010_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	1460	606	280	410
T2_010_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	1446	2388	300	410
T2_010_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	1132	604	300	400
T2_010_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	1148	2378	270	470
T2_010_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	846	612	270	340
T2_010_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	848	2382	290	380
T2_010_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	528	624	300	360
T2_010_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000012	512	2400	310	200
T2_010_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	4666	666	270	360
T2_010_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	4686	2440	270	440
T2_010_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	4368	674	270	350
T2_010_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	4372	2432	310	440
T2_010_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	4044	682	250	460
T2_010_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	4058	2430	300	370
T2_010_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	3750	668	290	460
T2_010_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	3754	2446	270	420
T2_010_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	3420	664	300	450
T2_010_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	3442	2450	280	530
T2_010_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	3096	680	340	340
T2_010_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	3104	2460	310	530
T2_011_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	2106	574	260	390
T2_011_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	2110	2434	280	450
T2_011_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	1768	586	280	290
T2_011_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	1796	2526	270	290
T2_011_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	1468	606	270	340
T2_011_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	1456	2364	310	400
T2_011_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	1152	594	300	330
T2_011_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	1166	2378	280	380
T2_011_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	846	588	300	420
T2_011_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	842	2380	280	320
T2_011_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	550	616	310	240
T2_011_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000013	554	2378	280	270
T2_011_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4650	652	270	340
T2_011_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4710	2382	270	230
T2_011_B12_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4722	2604	240	240
T2_011_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4346	666	300	500
T2_011_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4392	2408	270	340
T2_011_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4052	670	290	480
T2_011_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	4066	2432	280	390
T2_011_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	3758	628	270	450
T2_011_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	3760	2430	320	510
T2_011_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	3454	656	280	320
T2_011_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	3464	2446	250	470
T2_011_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	3100	648	290	420
T2_011_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	3138	2436	320	440
T2_012_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	2126	640	240	460
T2_012_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	2104	2444	290	480
T2_012_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	1778	644	340	470
T2_012_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	1782	2440	310	430
T2_012_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	1462	642	310	500
T2_012_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	1466	2424	270	490
T2_012_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	1174	664	300	420
T2_012_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	1156	2438	270	500
T2_012_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	876	662	290	350
T2_012_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	850	2384	290	460
T2_012_A52_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	786	2840	320	310
T2_012_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	586	654	230	330
T2_012_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000014	516	2402	280	430
T2_012_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4698	656	260	390
T2_012_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4680	2402	300	510
T2_012_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4390	656	310	410
T2_012_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4362	2368	300	450
T2_012_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4088	628	250	440
T2_012_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	4086	2404	260	470
T2_012_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3814	638	250	360
T2_012_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3796	2382	250	390
T2_012_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3494	616	230	300
T2_012_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3476	2378	270	450
T2_012_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3190	636	260	310
T2_012_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	3148	2434	320	480
T2_013_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	2132	660	280	470
T2_013_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	2134	2398	260	470
T2_013_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1824	594	310	230
T2_013_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1820	2378	290	440
T2_013_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1516	604	280	400
T2_013_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1486	2386	300	530
T2_013_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1226	638	240	410
T2_013_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	1204	2392	270	500
T2_013_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	910	622	280	430
T2_013_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	886	2382	290	500
T2_013_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	610	636	270	300
T2_013_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000015	592	2344	290	430
T2_013_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4766	634	230	250
T2_013_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4772	2388	260	460
T2_013_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4458	628	240	370
T2_013_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4450	2414	250	320
T2_013_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4106	612	310	390
T2_013_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	4158	2444	280	390
T2_013_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3810	614	320	420
T2_013_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3812	2406	320	450
T2_013_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3484	616	290	420
T2_013_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3484	2418	310	460
T2_013_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3212	626	270	440
T2_013_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	3198	2400	300	440
T2_014_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	2106	642	260	370
T2_014_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	2102	2436	300	410
T2_014_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1802	628	310	260
T2_014_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1788	2434	300	470
T2_014_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1462	662	320	440
T2_014_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1470	2448	300	400
T2_014_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1160	660	280	380
T2_014_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	1168	2422	260	420
T2_014_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	866	664	260	400
T2_014_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	844	2434	270	470
T2_014_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	558	646	280	480
T2_014_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000016	532	2440	310	380
T2_014_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4720	656	260	390
T2_014_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4700	2410	300	420
T2_014_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4440	642	280	340
T2_014_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4398	2426	280	290
T2_014_B22_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4522	2758	210	230
T2_014_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4110	638	320	370
T2_014_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	4088	2408	270	310
T2_014_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3810	632	270	410
T2_014_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3776	2414	270	400
T2_014_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3464	620	300	380
T2_014_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3458	2422	290	380
T2_014_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3184	618	280	310
T2_014_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	3132	2404	320	370
T2_015_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	2112	618	280	470
T2_015_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	2112	2418	310	400
T2_015_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1788	612	300	370
T2_015_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1798	2408	300	380
T2_015_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1436	636	340	400
T2_015_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1470	2420	310	380
T2_015_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1152	654	270	300
T2_015_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	1174	2398	280	390
T2_015_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	858	644	270	410
T2_015_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	822	2410	280	400
T2_015_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	558	650	280	410
T2_015_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000017	558	2408	260	360
T2_015_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4714	660	240	360
T2_015_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4698	2406	250	330
T2_015_B12_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4786	2776	190	240
T2_015_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4396	658	290	380
T2_015_B22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4390	2420	280	390
T2_015_B31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4084	648	270	330
T2_015_B32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	4082	2428	280	410
T2_015_B41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3758	630	320	470
T2_015_B42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3762	2418	330	370
T2_015_B51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3432	632	290	360
T2_015_B52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3448	2414	310	420
T2_015_B61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3186	638	220	450
T2_015_B62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	3162	2434	300	430
T2_016_A11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	2126	596	260	400
T2_016_A12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	2102	2386	300	420
T2_016_A21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1804	600	300	480
T2_016_A22	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1800	2386	300	420
T2_016_A31	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1468	596	290	400
T2_016_A32	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1476	2380	290	280
T2_016_A32_2	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1464	2654	310	340
T2_016_A41	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1190	618	220	380
T2_016_A42	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	1190	2366	230	420
T2_016_A51	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	876	614	280	380
T2_016_A52	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	858	2388	270	440
T2_016_A61	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	582	622	300	410
T2_016_A62	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000018	546	2370	290	490
T2_016_B11	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4706	638	260	410
T2_016_B12	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4668	2406	280	520
T2_016_B21	https://www.dl.ndl.go.jp/api/iiif/1245843/R0000019	4400	644	290	430
